Gene stable ID	Transcript stable ID	Human gene stable ID	Human gene name	Human protein or transcript stable ID	Human chromosome/scaffold name	Human chromosome/scaffold start (bp)	Human homology type	Human orthology confidence [0 low, 1 high]
ENSTGUG00000014422	ENSTGUT00000015004							
ENSTGUG00000014423	ENSTGUT00000015006	ENSG00000174197	MGA	ENSP00000219905	15	41621224	ortholog_one2many	0
ENSTGUG00000014424	ENSTGUT00000015022	ENSG00000108528	SLC25A11	ENSP00000225665	17	4937130	ortholog_one2one	1
ENSTGUG00000014425	ENSTGUT00000015007							
ENSTGUG00000014426	ENSTGUT00000015010							
ENSTGUG00000014427	ENSTGUT00000015012	ENSG00000164879	CA3	ENSP00000285381	8	85373436	ortholog_one2many	0
ENSTGUG00000014428	ENSTGUT00000015008	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014429	ENSTGUT00000015011							
ENSTGUG00000014430	ENSTGUT00000015009							
ENSTGUG00000014431	ENSTGUT00000015013	ENSG00000266997	AC090227.1	ENSP00000467396	18	49795793	ortholog_many2many	0
ENSTGUG00000014431	ENSTGUT00000015013	ENSG00000167306	MYO5B	ENSP00000285039	18	49822789	ortholog_many2many	0
ENSTGUG00000014432	ENSTGUT00000015015							
ENSTGUG00000014433	ENSTGUT00000015055	ENSG00000138029	HADHB	ENSP00000325136	2	26243170	ortholog_one2many	1
ENSTGUG00000014434	ENSTGUT00000015016							
ENSTGUG00000014435	ENSTGUT00000015020							
ENSTGUG00000014436	ENSTGUT00000015018							
ENSTGUG00000014437	ENSTGUT00000015025	ENSG00000103335	PIEZO1	ENSP00000301015	16	88715338	ortholog_one2many	0
ENSTGUG00000014438	ENSTGUT00000015021	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014439	ENSTGUT00000015024	ENSG00000138347	MYPN	ENSP00000351790	10	68106117	ortholog_one2many	0
ENSTGUG00000014440	ENSTGUT00000015019	ENSG00000198646	NCOA6	ENSP00000363929	20	34689097	ortholog_one2many	0
ENSTGUG00000014441	ENSTGUT00000015023							
ENSTGUG00000014442	ENSTGUT00000015035	ENSG00000174799	CEP135	ENSP00000257287	4	55948871	ortholog_one2many	0
ENSTGUG00000014443	ENSTGUT00000015030	ENSG00000086666	ZFAND6	ENSP00000479071	15	80059568	ortholog_one2many	0
ENSTGUG00000014444	ENSTGUT00000015026							
ENSTGUG00000014445	ENSTGUT00000015039	ENSG00000142507	PSMB6	ENSP00000270586	17	4796144	ortholog_one2one	1
ENSTGUG00000014446	ENSTGUT00000015033	ENSG00000122025	FLT3	ENSP00000241453	13	28003274	ortholog_one2many	0
ENSTGUG00000014447	ENSTGUT00000015028							
ENSTGUG00000014448	ENSTGUT00000015029							
ENSTGUG00000014449	ENSTGUT00000015036							
ENSTGUG00000014450	ENSTGUT00000015048	ENSG00000168807	SNTB2	ENSP00000338191	16	69187129	ortholog_one2many	1
ENSTGUG00000014451	ENSTGUT00000015031							
ENSTGUG00000014452	ENSTGUT00000015034							
ENSTGUG00000014453	ENSTGUT00000015032							
ENSTGUG00000014454	ENSTGUT00000015046	ENSG00000137193	PIM1	ENSP00000362608	6	37170152	ortholog_one2many	0
ENSTGUG00000014455	ENSTGUT00000015037							
ENSTGUG00000014456	ENSTGUT00000015043	ENSG00000168002	POLR2G	ENSP00000301788	11	62761565	ortholog_one2one	1
ENSTGUG00000014457	ENSTGUT00000015041	ENSG00000144962	SPATA16	ENSP00000341765	3	172889357	ortholog_one2many	0
ENSTGUG00000014458	ENSTGUT00000015040	ENSG00000141639	MAPK4	ENSP00000383234	18	50560087	ortholog_one2many	0
ENSTGUG00000014459	ENSTGUT00000015038							
ENSTGUG00000014460	ENSTGUT00000015042							
ENSTGUG00000014461	ENSTGUT00000015050	ENSG00000091640	SPAG7	ENSP00000206020	17	4959226	ortholog_one2one	1
ENSTGUG00000014462	ENSTGUT00000015045	ENSG00000145331	TRMT10A	ENSP00000273962	4	99546709	ortholog_one2many	0
ENSTGUG00000014463	ENSTGUT00000015047							
ENSTGUG00000014464	ENSTGUT00000015044							
ENSTGUG00000014465	ENSTGUT00000015049	ENSG00000105926	MPP6	ENSP00000222644	7	24573268	ortholog_one2many	0
ENSTGUG00000014466	ENSTGUT00000015056	ENSG00000060491	OGFR	ENSP00000290291	20	62804835	ortholog_one2many	0
ENSTGUG00000014467	ENSTGUT00000015060	ENSG00000197763	TXNRD3	ENSP00000430031	3	126571779	ortholog_one2many	0
ENSTGUG00000014468	ENSTGUT00000015051							
ENSTGUG00000014469	ENSTGUT00000015052	ENSG00000183091	NEB	ENSP00000484342	2	151485336	ortholog_one2one	0
ENSTGUG00000014470	ENSTGUT00000015067	ENSG00000260914	AC026464.4	ENSP00000461295	16	69299682	ortholog_many2many	1
ENSTGUG00000014470	ENSTGUT00000015067	ENSG00000132612	VPS4A	ENSP00000254950	16	69311350	ortholog_many2many	1
ENSTGUG00000014471	ENSTGUT00000015062	ENSG00000079999	KEAP1	ENSP00000377245	19	10486125	ortholog_one2one	1
ENSTGUG00000014472	ENSTGUT00000015054	ENSG00000135966	TGFBRAP1	ENSP00000377027	2	105264391	ortholog_one2many	0
ENSTGUG00000014473	ENSTGUT00000015059							
ENSTGUG00000014473	ENSTGUT00000015053							
ENSTGUG00000014473	ENSTGUT00000015057							
ENSTGUG00000014474	ENSTGUT00000015058	ENSG00000120805	ARL1	ENSP00000261636	12	101393116	ortholog_one2many	0
ENSTGUG00000014475	ENSTGUT00000015116	ENSG00000144028	SNRNP200	ENSP00000317123	2	96274338	ortholog_one2one	1
ENSTGUG00000014476	ENSTGUT00000015075	ENSG00000010318	PHF7	ENSP00000333024	3	52410660	ortholog_one2many	0
ENSTGUG00000014477	ENSTGUT00000015099	ENSG00000084754	HADHA	ENSP00000370023	2	26190635	ortholog_one2one	1
ENSTGUG00000014478	ENSTGUT00000015064	ENSG00000173542	MOB1B	ENSP00000379366	4	70902326	ortholog_one2many	0
ENSTGUG00000014479	ENSTGUT00000015063	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014480	ENSTGUT00000015061	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014481	ENSTGUT00000015065							
ENSTGUG00000014482	ENSTGUT00000015069	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014483	ENSTGUT00000015066							
ENSTGUG00000014484	ENSTGUT00000015068	ENSG00000136492	BRIP1	ENSP00000259008	17	61681266	ortholog_one2many	0
ENSTGUG00000014485	ENSTGUT00000015081	ENSG00000183549	ACSM5	ENSP00000327916	16	20409534	ortholog_one2many	0
ENSTGUG00000014486	ENSTGUT00000015076	ENSG00000115956	PLEK	ENSP00000234313	2	68365282	ortholog_one2many	0
ENSTGUG00000014487	ENSTGUT00000015070	ENSG00000258429	PDF	ENSP00000288022	16	69326913	ortholog_one2one	1
ENSTGUG00000014488	ENSTGUT00000015073	ENSG00000186104	CYP2R1	ENSP00000334592	11	14877440	ortholog_one2many	0
ENSTGUG00000014489	ENSTGUT00000015071	ENSG00000179195	ZNF664	ENSP00000441405	12	123971845	ortholog_one2many	0
ENSTGUG00000014490	ENSTGUT00000015072							
ENSTGUG00000014491	ENSTGUT00000015085	ENSG00000260914	AC026464.4	ENSP00000461295	16	69299682	ortholog_many2many	1
ENSTGUG00000014491	ENSTGUT00000015085	ENSG00000132612	VPS4A	ENSP00000254950	16	69311350	ortholog_many2many	1
ENSTGUG00000014492	ENSTGUT00000015079	ENSG00000123191	ATP7B	ENSP00000242839	13	51930436	ortholog_one2many	0
ENSTGUG00000014493	ENSTGUT00000015074							
ENSTGUG00000014494	ENSTGUT00000015077	ENSG00000172548	NIPAL4	ENSP00000311687	5	157460019	ortholog_one2many	0
ENSTGUG00000014495	ENSTGUT00000015078	ENSG00000141736	ERBB2	ENSP00000269571	17	39687914	ortholog_one2one	0
ENSTGUG00000014496	ENSTGUT00000015084	ENSG00000163357	DCST1	ENSP00000295542	1	155033824	ortholog_one2one	0
ENSTGUG00000014497	ENSTGUT00000015082	ENSG00000189350	TOGARAM2	ENSP00000368876	2	28956611	ortholog_one2many	0
ENSTGUG00000014497	ENSTGUT00000015080	ENSG00000189350	TOGARAM2	ENSP00000368876	2	28956611	ortholog_one2many	0
ENSTGUG00000014498	ENSTGUT00000015089	ENSG00000146733	PSPH	ENSP00000378854	7	56011051	ortholog_one2many	0
ENSTGUG00000014499	ENSTGUT00000015092							
ENSTGUG00000014499	ENSTGUT00000015087							
ENSTGUG00000014500	ENSTGUT00000015083							
ENSTGUG00000014501	ENSTGUT00000015086	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014502	ENSTGUT00000015088	ENSG00000076513	ANKRD13A	ENSP00000261739	12	109999186	ortholog_one2many	0
ENSTGUG00000014503	ENSTGUT00000015114							
ENSTGUG00000014504	ENSTGUT00000015093	ENSG00000131153	GINS2	ENSP00000253462	16	85676198	ortholog_one2one	1
ENSTGUG00000014505	ENSTGUT00000015090	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014506	ENSTGUT00000015091							
ENSTGUG00000014507	ENSTGUT00000015096	ENSG00000082126	MPP4	ENSP00000387278	2	201644870	ortholog_one2many	0
ENSTGUG00000014507	ENSTGUT00000015098	ENSG00000082126	MPP4	ENSP00000387278	2	201644870	ortholog_one2many	0
ENSTGUG00000014508	ENSTGUT00000015094							
ENSTGUG00000014509	ENSTGUT00000015100							
ENSTGUG00000014510	ENSTGUT00000015105	ENSG00000132182	NUP210	ENSP00000254508	3	13316235	ortholog_one2many	0
ENSTGUG00000014511	ENSTGUT00000015095	ENSG00000180818	HOXC10	ENSP00000307321	12	53985065	ortholog_one2one	1
ENSTGUG00000014512	ENSTGUT00000015097	ENSG00000135517	MIP	ENSP00000498622	12	56449502	ortholog_one2one	1
ENSTGUG00000014513	ENSTGUT00000015101	ENSG00000085276	MECOM	ENSP00000264674	3	169083499	ortholog_one2many	0
ENSTGUG00000014514	ENSTGUT00000015109	ENSG00000135473	PAN2	ENSP00000481859	12	56316223	ortholog_one2one	1
ENSTGUG00000014515	ENSTGUT00000015108	ENSG00000256043	CTSO	ENSP00000414904	4	155924118	ortholog_one2many	1
ENSTGUG00000014516	ENSTGUT00000015104	ENSG00000084733	RAB10	ENSP00000264710	2	26034084	ortholog_one2many	1
ENSTGUG00000014517	ENSTGUT00000015102							
ENSTGUG00000014518	ENSTGUT00000015110	ENSG00000139974	SLC38A6	ENSP00000346959	14	60981114	ortholog_one2many	0
ENSTGUG00000014519	ENSTGUT00000015103	ENSG00000139780	METTL21C	ENSP00000267273	13	102685744	ortholog_one2many	0
ENSTGUG00000014520	ENSTGUT00000015119	ENSG00000174358	SLC6A19	ENSP00000305302	5	1201595	ortholog_one2many	0
ENSTGUG00000014521	ENSTGUT00000015107	ENSG00000114302	PRKAR2A	ENSP00000265563	3	48744597	ortholog_one2many	0
ENSTGUG00000014522	ENSTGUT00000015111	ENSG00000143970	ASXL2	ENSP00000383920	2	25733753	ortholog_one2one	0
ENSTGUG00000014522	ENSTGUT00000015106	ENSG00000143970	ASXL2	ENSP00000383920	2	25733753	ortholog_one2one	0
ENSTGUG00000014523	ENSTGUT00000015125	ENSG00000121440	PDZRN3	ENSP00000263666	3	73382431	ortholog_one2one	1
ENSTGUG00000014524	ENSTGUT00000015130	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014525	ENSTGUT00000015117	ENSG00000109625	CPZ	ENSP00000354255	4	8592660	ortholog_one2many	0
ENSTGUG00000014526	ENSTGUT00000015112	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014527	ENSTGUT00000015113	ENSG00000115155	OTOF	ENSP00000272371	2	26457203	ortholog_one2many	0
ENSTGUG00000014528	ENSTGUT00000015154	ENSG00000014216	CAPN1	ENSP00000431984	11	65180566	ortholog_one2one	1
ENSTGUG00000014529	ENSTGUT00000015135							
ENSTGUG00000014530	ENSTGUT00000015115							
ENSTGUG00000014531	ENSTGUT00000015118							
ENSTGUG00000014532	ENSTGUT00000015121	ENSG00000123908	AGO2	ENSP00000220592	8	140520156	ortholog_one2many	0
ENSTGUG00000014533	ENSTGUT00000015146	ENSG00000158290	CUL4B	ENSP00000384109	X	120524609	ortholog_one2many	0
ENSTGUG00000014534	ENSTGUT00000015122	ENSG00000067704	IARS2	ENSP00000355889	1	220094132	ortholog_one2many	0
ENSTGUG00000014535	ENSTGUT00000015120							
ENSTGUG00000014536	ENSTGUT00000015123							
ENSTGUG00000014537	ENSTGUT00000015124							
ENSTGUG00000014538	ENSTGUT00000015131							
ENSTGUG00000014539	ENSTGUT00000015126	ENSG00000144452	ABCA12	ENSP00000272895	2	214931542	ortholog_one2many	0
ENSTGUG00000014540	ENSTGUT00000015127	ENSG00000130762	ARHGEF16	ENSP00000367629	1	3454665	ortholog_one2many	0
ENSTGUG00000014541	ENSTGUT00000015128							
ENSTGUG00000014542	ENSTGUT00000015138	ENSG00000173692	PSMD1	ENSP00000309474	2	231056864	ortholog_one2many	0
ENSTGUG00000014543	ENSTGUT00000015129							
ENSTGUG00000014544	ENSTGUT00000015141	ENSG00000172037	LAMB2	ENSP00000307156	3	49121114	ortholog_one2many	0
ENSTGUG00000014545	ENSTGUT00000015132							
ENSTGUG00000014546	ENSTGUT00000015134	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014547	ENSTGUT00000015133	ENSG00000152127	MGAT5	ENSP00000281923	2	134119983	ortholog_one2many	0
ENSTGUG00000014548	ENSTGUT00000015142	ENSG00000144619	CNTN4	ENSP00000380602	3	2098813	ortholog_one2many	0
ENSTGUG00000014549	ENSTGUT00000015136							
ENSTGUG00000014550	ENSTGUT00000015137							
ENSTGUG00000014551	ENSTGUT00000015144	ENSG00000019186	CYP24A1	ENSP00000216862	20	54153446	ortholog_one2many	0
ENSTGUG00000014552	ENSTGUT00000015176	ENSG00000084774	CAD	ENSP00000264705	2	27217369	ortholog_one2one	1
ENSTGUG00000014553	ENSTGUT00000015139	ENSG00000120949	TNFRSF8	ENSP00000263932	1	12063303	ortholog_one2many	0
ENSTGUG00000014554	ENSTGUT00000015140	ENSG00000189350	TOGARAM2	ENSP00000368876	2	28956611	ortholog_one2many	0
ENSTGUG00000014555	ENSTGUT00000015145	ENSG00000064309	CDON	ENSP00000376458	11	125955796	ortholog_one2many	0
ENSTGUG00000014557	ENSTGUT00000015181	ENSG00000141367	CLTC	ENSP00000479606	17	59619689	ortholog_one2many	0
ENSTGUG00000014557	ENSTGUT00000015175	ENSG00000141367	CLTC	ENSP00000479606	17	59619689	ortholog_one2many	0
ENSTGUG00000014558	ENSTGUT00000015149	ENSG00000076864	RAP1GAP	ENSP00000363895	1	21596215	ortholog_one2many	0
ENSTGUG00000014559	ENSTGUT00000015151	ENSG00000010318	PHF7	ENSP00000333024	3	52410660	ortholog_one2many	0
ENSTGUG00000014560	ENSTGUT00000015148	ENSG00000126457	PRMT1	ENSP00000406162	19	49675786	ortholog_one2many	1
ENSTGUG00000014561	ENSTGUT00000015157	ENSG00000101892	ATP1B4	ENSP00000218008	X	120362085	ortholog_one2many	1
ENSTGUG00000014562	ENSTGUT00000015147	ENSG00000167995	BEST1	ENSP00000399709	11	61950063	ortholog_one2many	0
ENSTGUG00000014563	ENSTGUT00000015150	ENSG00000196182	STK40	ENSP00000362222	1	36339624	ortholog_one2many	0
ENSTGUG00000014564	ENSTGUT00000015152	ENSG00000162909	CAPN2	ENSP00000295006	1	223701593	ortholog_one2many	0
ENSTGUG00000014565	ENSTGUT00000015153							
ENSTGUG00000014566	ENSTGUT00000015156	ENSG00000075292	ZNF638	ENSP00000386433	2	71276561	ortholog_one2many	0
ENSTGUG00000014567	ENSTGUT00000015155							
ENSTGUG00000014568	ENSTGUT00000015179	ENSG00000280987	MATR3	ENSP00000354346	5	139273752	ortholog_one2many	1
ENSTGUG00000014568	ENSTGUT00000015173	ENSG00000280987	MATR3	ENSP00000354346	5	139273752	ortholog_one2many	1
ENSTGUG00000014568	ENSTGUT00000015179	ENSG00000015479	MATR3	ENSP00000378284	5	139293648	ortholog_one2many	1
ENSTGUG00000014568	ENSTGUT00000015173	ENSG00000015479	MATR3	ENSP00000378284	5	139293648	ortholog_one2many	1
ENSTGUG00000014569	ENSTGUT00000015161							
ENSTGUG00000014570	ENSTGUT00000015158							
ENSTGUG00000014571	ENSTGUT00000015159	ENSG00000116157	GPX7	ENSP00000354677	1	52602371	ortholog_one2many	1
ENSTGUG00000014572	ENSTGUT00000015167	ENSG00000103591	AAGAB	ENSP00000261880	15	67201033	ortholog_one2many	0
ENSTGUG00000014573	ENSTGUT00000015160	ENSG00000188158	NHS	ENSP00000369400	X	17375420	ortholog_one2many	0
ENSTGUG00000014574	ENSTGUT00000015164	ENSG00000083307	GRHL2	ENSP00000251808	8	101492432	ortholog_one2many	0
ENSTGUG00000014575	ENSTGUT00000015166	ENSG00000113327	GABRG2	ENSP00000410732	5	162000057	ortholog_one2many	0
ENSTGUG00000014576	ENSTGUT00000015162							
ENSTGUG00000014577	ENSTGUT00000015163	ENSG00000108840	HDAC5	ENSP00000225983	17	44076746	ortholog_one2one	0
ENSTGUG00000014578	ENSTGUT00000015169							
ENSTGUG00000014579	ENSTGUT00000015165	ENSG00000166402	TUB	ENSP00000305426	11	8019244	ortholog_one2many	0
ENSTGUG00000014580	ENSTGUT00000015172							
ENSTGUG00000014581	ENSTGUT00000015168	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014582	ENSTGUT00000015178	ENSG00000197580	BCO2	ENSP00000350314	11	112175467	ortholog_one2many	0
ENSTGUG00000014583	ENSTGUT00000015170	ENSG00000065518	NDUFB4	ENSP00000184266	3	120596328	ortholog_one2many	0
ENSTGUG00000014584	ENSTGUT00000015171	ENSG00000162909	CAPN2	ENSP00000295006	1	223701593	ortholog_one2many	0
ENSTGUG00000014585	ENSTGUT00000015180	ENSG00000156711	MAPK13	ENSP00000211287	6	36127809	ortholog_one2many	0
ENSTGUG00000014586	ENSTGUT00000015184							
ENSTGUG00000014587	ENSTGUT00000015177	ENSG00000137193	PIM1	ENSP00000362608	6	37170152	ortholog_one2many	0
ENSTGUG00000014588	ENSTGUT00000015174	ENSG00000123643	SLC36A1	ENSP00000243389	5	151437046	ortholog_one2many	0
ENSTGUG00000014589	ENSTGUT00000015185	ENSG00000136986	DERL1	ENSP00000259512	8	123013170	ortholog_one2many	0
ENSTGUG00000014590	ENSTGUT00000015186	ENSG00000010318	PHF7	ENSP00000333024	3	52410660	ortholog_one2many	0
ENSTGUG00000014591	ENSTGUT00000015213	ENSG00000074695	LMAN1	ENSP00000251047	18	59327823	ortholog_one2one	1
ENSTGUG00000014592	ENSTGUT00000015191							
ENSTGUG00000014593	ENSTGUT00000015187	ENSG00000120727	PAIP2	ENSP00000378275	5	139341587	ortholog_one2one	1
ENSTGUG00000014593	ENSTGUT00000015189	ENSG00000120727	PAIP2	ENSP00000378275	5	139341587	ortholog_one2one	1
ENSTGUG00000014594	ENSTGUT00000015183							
ENSTGUG00000014595	ENSTGUT00000015182	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014596	ENSTGUT00000015192							
ENSTGUG00000014597	ENSTGUT00000015196	ENSG00000010318	PHF7	ENSP00000333024	3	52410660	ortholog_one2many	0
ENSTGUG00000014598	ENSTGUT00000015199	ENSG00000109861	CTSC	ENSP00000227266	11	88293592	ortholog_one2many	0
ENSTGUG00000014599	ENSTGUT00000015190							
ENSTGUG00000014600	ENSTGUT00000015188	ENSG00000124613	ZNF391	ENSP00000244576	6	27374615	ortholog_many2many	0
ENSTGUG00000014600	ENSTGUT00000015188	ENSG00000166526	ZNF3	ENSP00000306372	7	100064033	ortholog_many2many	0
ENSTGUG00000014601	ENSTGUT00000015224	ENSG00000170482	SLC23A1	ENSP00000302851	5	139367196	ortholog_one2one	1
ENSTGUG00000014602	ENSTGUT00000015198	ENSG00000124159	MATN4	ENSP00000361842	20	45293445	ortholog_one2many	0
ENSTGUG00000014603	ENSTGUT00000015194							
ENSTGUG00000014604	ENSTGUT00000015193	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014605	ENSTGUT00000015204	ENSG00000156504	FAM122B	ENSP00000487221	X	134769566	ortholog_one2many	0
ENSTGUG00000014607	ENSTGUT00000015195	ENSG00000173163	COMMD1	ENSP00000308236	2	61888724	ortholog_one2many	1
ENSTGUG00000014608	ENSTGUT00000015201							
ENSTGUG00000014609	ENSTGUT00000015220	ENSG00000010318	PHF7	ENSP00000333024	3	52410660	ortholog_one2many	0
ENSTGUG00000014610	ENSTGUT00000015200	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014611	ENSTGUT00000015209	ENSG00000116729	WLS	ENSP00000346829	1	68098473	ortholog_one2many	0
ENSTGUG00000014612	ENSTGUT00000015203	ENSG00000125505	MBOAT7	ENSP00000245615	19	54173412	ortholog_one2one	0
ENSTGUG00000014613	ENSTGUT00000015207							
ENSTGUG00000014614	ENSTGUT00000015202	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014614	ENSTGUT00000015205	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014615	ENSTGUT00000015211	ENSG00000152104	PTPN14	ENSP00000355923	1	214348700	ortholog_one2many	0
ENSTGUG00000014616	ENSTGUT00000015223	ENSG00000285625	AC117378.1	ENSP00000497880	12	56714612	ortholog_one2many	0
ENSTGUG00000014616	ENSTGUT00000015223	ENSG00000198056	PRIM1	ENSP00000350491	12	56731580	ortholog_one2many	0
ENSTGUG00000014617	ENSTGUT00000015206	ENSG00000120029	ARMH3	ENSP00000359050	10	101845599	ortholog_one2many	0
ENSTGUG00000014618	ENSTGUT00000015208							
ENSTGUG00000014619	ENSTGUT00000015210	ENSG00000173083	HPSE	ENSP00000384262	4	83292461	ortholog_one2many	0
ENSTGUG00000014620	ENSTGUT00000015212							
ENSTGUG00000014621	ENSTGUT00000015214	ENSG00000155508	CNOT8	ENSP00000430493	5	154857553	ortholog_one2many	0
ENSTGUG00000014622	ENSTGUT00000015219	ENSG00000175899	A2M	ENSP00000323929	12	9067664	ortholog_one2many	0
ENSTGUG00000014623	ENSTGUT00000015218	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014624	ENSTGUT00000015215	ENSG00000142686	C1orf216	ENSP00000425166	1	35713877	ortholog_one2many	1
ENSTGUG00000014625	ENSTGUT00000015216	ENSG00000197816	CCDC180	ENSP00000434727	9	97307304	ortholog_one2many	0
ENSTGUG00000014626	ENSTGUT00000015230	ENSG00000198522	GPN1	ENSP00000264718	2	27628247	ortholog_one2one	1
ENSTGUG00000014627	ENSTGUT00000015217	ENSG00000165355	FBXO33	ENSP00000298097	14	39397669	ortholog_one2many	0
ENSTGUG00000014628	ENSTGUT00000015231	ENSG00000136878	USP20	ENSP00000313811	9	129834698	ortholog_one2many	1
ENSTGUG00000014629	ENSTGUT00000015228	ENSG00000076513	ANKRD13A	ENSP00000261739	12	109999186	ortholog_one2many	0
ENSTGUG00000014630	ENSTGUT00000015226							
ENSTGUG00000014631	ENSTGUT00000015221	ENSG00000172986	GXYLT2	ENSP00000374268	3	72888073	ortholog_one2many	0
ENSTGUG00000014632	ENSTGUT00000015222	ENSG00000077713	SLC25A43	ENSP00000217909	X	119399336	ortholog_one2many	0
ENSTGUG00000014633	ENSTGUT00000015227	ENSG00000179195	ZNF664	ENSP00000441405	12	123971845	ortholog_one2many	0
ENSTGUG00000014634	ENSTGUT00000015225	ENSG00000110063	DCPS	ENSP00000263579	11	126304060	ortholog_one2many	1
ENSTGUG00000014635	ENSTGUT00000015229	ENSG00000108848	LUC7L3	ENSP00000376919	17	50719565	ortholog_one2many	0
ENSTGUG00000014636	ENSTGUT00000015236	ENSG00000170464	DNAJC18	ENSP00000302843	5	139408588	ortholog_one2one	1
ENSTGUG00000014637	ENSTGUT00000015247	ENSG00000005882	PDK2	ENSP00000420927	17	50094737	ortholog_one2one	0
ENSTGUG00000014638	ENSTGUT00000015244	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014639	ENSTGUT00000015232							
ENSTGUG00000014640	ENSTGUT00000015233	ENSG00000116771	AGMAT	ENSP00000364986	1	15571699	ortholog_one2many	0
ENSTGUG00000014641	ENSTGUT00000015234	ENSG00000166436	TRIM66	ENSP00000495413	11	8612037	ortholog_one2many	0
ENSTGUG00000014642	ENSTGUT00000015255	ENSG00000243943	ZNF512	ENSP00000347648	2	27582969	ortholog_one2one	1
ENSTGUG00000014643	ENSTGUT00000015235	ENSG00000156050	FAM161B	ENSP00000499021	14	73931501	ortholog_one2many	0
ENSTGUG00000014644	ENSTGUT00000015269	ENSG00000171161	ZNF672	ENSP00000421915	1	248838210	ortholog_one2many	0
ENSTGUG00000014645	ENSTGUT00000015246							
ENSTGUG00000014646	ENSTGUT00000015238	ENSG00000153086	ACMSD	ENSP00000348459	2	134838616	ortholog_one2many	0
ENSTGUG00000014647	ENSTGUT00000015237	ENSG00000077147	TM9SF3	ENSP00000360184	10	96518110	ortholog_one2many	0
ENSTGUG00000014648	ENSTGUT00000015239							
ENSTGUG00000014649	ENSTGUT00000015240	ENSG00000196126	HLA-DRB1	ENSP00000353099	6	32578769	ortholog_one2many	0
ENSTGUG00000014649	ENSTGUT00000015240	ENSG00000198502	HLA-DRB5	ENSP00000364114	6	32517353	ortholog_one2many	0
ENSTGUG00000014650	ENSTGUT00000015243	ENSG00000137563	GGH	ENSP00000260118	8	63015079	ortholog_one2many	0
ENSTGUG00000014651	ENSTGUT00000015241							
ENSTGUG00000014652	ENSTGUT00000015251	ENSG00000137193	PIM1	ENSP00000362608	6	37170152	ortholog_one2many	0
ENSTGUG00000014653	ENSTGUT00000015242							
ENSTGUG00000014654	ENSTGUT00000015253	ENSG00000081791	DELE1	ENSP00000396225	5	141923855	ortholog_one2one	0
ENSTGUG00000014655	ENSTGUT00000015245	ENSG00000117523	PRRC2C	ENSP00000343629	1	171485551	ortholog_one2many	0
ENSTGUG00000014656	ENSTGUT00000015249							
ENSTGUG00000014657	ENSTGUT00000015248	ENSG00000189181	OR14I1	ENSP00000339726	1	248681322	ortholog_one2many	0
ENSTGUG00000014658	ENSTGUT00000015257	ENSG00000105642	KCNN1	ENSP00000476519	19	17951293	ortholog_one2one	1
ENSTGUG00000014659	ENSTGUT00000015250	ENSG00000125885	MCM8	ENSP00000368164	20	5950652	ortholog_many2many	0
ENSTGUG00000014659	ENSTGUT00000015250	ENSG00000286235	AL035461.3	ENSP00000498784	20	5950949	ortholog_many2many	0
ENSTGUG00000014660	ENSTGUT00000015258	ENSG00000148248	SURF4	ENSP00000361057	9	133361450	ortholog_one2many	0
ENSTGUG00000014661	ENSTGUT00000015259	ENSG00000103423	DNAJA3	ENSP00000262375	16	4425805	ortholog_one2many	0
ENSTGUG00000014662	ENSTGUT00000015252							
ENSTGUG00000014663	ENSTGUT00000015266							
ENSTGUG00000014664	ENSTGUT00000015309							
ENSTGUG00000014665	ENSTGUT00000015254							
ENSTGUG00000014666	ENSTGUT00000015256							
